Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ETH,2017-01-19,10.223875,10.259017,10.503851,9.795637
ETH,2017-01-20,10.432414,10.223701,10.476268,10.148312
ETH,2017-01-21,10.59358,10.432416,10.796249,10.362815
ETH,2017-01-22,10.938362,10.59358,11.012146,10.548625
ETH,2017-01-23,10.661629,10.938374,10.9859,10.529252
ETH,2017-01-24,10.77855,10.661629,10.827987,10.623401
ETH,2017-01-25,10.576135,10.77855,10.77855,10.464008
ETH,2017-01-26,10.472445,10.576151,10.618092,10.380709
ETH,2017-01-27,10.549922,10.472455,10.655663,10.4288
ETH,2017-01-28,10.506244,10.550326,10.579521,10.363749
ETH,2017-01-29,10.553242,10.506244,10.577259,10.401172
ETH,2017-01-30,10.424664,10.553243,10.567039,10.361842
ETH,2017-01-31,10.54716,10.424624,10.714389,10.371906
ETH,2017-02-01,10.690836,10.547159,10.768064,10.492879
ETH,2017-02-02,10.656755,10.690966,10.780026,10.426509
ETH,2017-02-03,10.769135,10.656755,10.852645,10.531859
ETH,2017-02-04,10.988072,10.769135,10.989002,10.587818
ETH,2017-02-05,11.32109,10.988072,11.392439,10.987341
ETH,2017-02-06,11.155972,11.320975,11.392517,11.109705
ETH,2017-02-07,11.274794,11.155967,11.356922,11.11933
ETH,2017-02-08,11.436967,11.274783,11.504994,11.241508
ETH,2017-02-09,11.310314,11.436967,11.555092,11.090862
ETH,2017-02-10,10.929418,11.310269,11.504873,10.550155
ETH,2017-02-11,11.314611,10.929417,11.384276,10.757439
ETH,2017-02-12,11.356472,11.314611,11.476641,11.195454
ETH,2017-02-13,11.379089,11.356572,11.443475,11.22552
ETH,2017-02-14,11.355925,11.379076,11.418351,11.123097
ETH,2017-02-15,13.079166,11.355915,13.45332,11.345722
ETH,2017-02-16,12.9404,13.079166,13.089339,12.64482
ETH,2017-02-17,12.853036,12.940623,12.966205,12.519891
ETH,2017-02-18,12.737763,12.85301,12.913841,12.672696
ETH,2017-02-19,12.860019,12.737763,12.922014,12.708422
ETH,2017-02-20,12.832619,12.859889,12.95646,12.708593
ETH,2017-02-21,12.363127,12.832619,12.954362,12.353814
ETH,2017-02-22,12.77234,12.36311,12.86598,12.198118
ETH,2017-02-23,12.669549,12.77234,12.870834,12.606339
ETH,2017-02-24,13.259859,12.669559,13.34659,12.592026
ETH,2017-02-25,13.104529,13.259897,13.306884,12.637206
ETH,2017-02-26,13.557143,13.104527,13.777631,13.004041
ETH,2017-02-27,14.620759,13.553411,14.69194,13.362416
ETH,2017-02-28,15.527749,14.620759,15.749631,14.361869
ETH,2017-03-01,15.801731,15.525051,16.205665,15.139416
ETH,2017-03-02,17.363637,15.801726,17.458423,15.559159
ETH,2017-03-03,19.015994,17.363637,19.41828,16.849573
ETH,2017-03-04,19.44077,19.015994,20.705516,18.35743
ETH,2017-03-05,18.570712,19.441582,20.05401,18.564804
ETH,2017-03-06,19.323787,18.572077,19.442388,18.249097
ETH,2017-03-07,19.533895,19.323754,20.17872,19.099718
ETH,2017-03-08,18.820362,19.533764,19.61105,18.438326
ETH,2017-03-09,16.566594,18.819831,18.854983,16.537074
ETH,2017-03-10,17.635467,16.566907,17.93594,16.221608
ETH,2017-03-11,19.261266,17.635469,19.646322,16.206518
ETH,2017-03-12,21.410524,19.268453,21.670934,18.829477
ETH,2017-03-13,23.325415,21.410526,23.325415,21.24652
ETH,2017-03-14,28.534318,23.325415,30.941523,23.320486
ETH,2017-03-15,28.563118,28.534318,30.088471,27.028476
ETH,2017-03-16,35.076898,28.563118,35.097243,28.317722
ETH,2017-03-17,45.318255,35.076898,46.628765,34.976282
ETH,2017-03-18,44.560643,45.309063,52.126014,35.757938
ETH,2017-03-19,33.906715,44.563766,44.98,30.850598
ETH,2017-03-20,42.995911,33.916995,45.262328,33.895074
ETH,2017-03-21,42.350716,42.99591,45.170831,41.002044
ETH,2017-03-22,42.482278,42.350717,43.595761,41.591702
ETH,2017-03-23,41.365765,42.479907,42.818338,38.520778
ETH,2017-03-24,43.041013,41.365765,44.143304,40.314471
ETH,2017-03-25,52.767697,43.047364,53.437214,42.342565
ETH,2017-03-26,50.733006,52.767748,53.308237,47.57
ETH,2017-03-27,50.595683,50.732984,51.681054,48.390325
ETH,2017-03-28,48.775476,50.595683,51.582917,47.728942
ETH,2017-03-29,50.297249,48.780358,50.53957,48.233312
ETH,2017-03-30,52.897571,50.297249,53.737075,49.982447
ETH,2017-03-31,51.888801,52.897572,53.053609,51.262823
ETH,2017-04-01,49.706163,51.890791,51.893328,46.919628
ETH,2017-04-02,50.575857,49.706168,51.870795,48.594467
ETH,2017-04-03,48.482574,50.57749,51.216617,42.179935
ETH,2017-04-04,43.987693,48.482425,48.561496,42.782812
ETH,2017-04-05,44.467122,43.987691,45.720346,41.11127
ETH,2017-04-06,44.984249,44.467122,47.321201,44.149312
ETH,2017-04-07,43.195448,44.984224,45.959832,41.015602
ETH,2017-04-08,42.130397,43.195449,44.615882,41.516025
ETH,2017-04-09,44.381417,42.130421,45.84211,42.123664
ETH,2017-04-10,43.739871,44.381416,44.686601,42.905292
ETH,2017-04-11,43.72234,43.739941,44.597325,42.651711
ETH,2017-04-12,43.651415,43.72234,44.637024,43.430013
ETH,2017-04-13,46.29023,43.651415,47.892009,43.321756
ETH,2017-04-14,50.004411,46.290257,51.037235,46.211671
ETH,2017-04-15,47.001632,50.004409,50.004409,46.400905
ETH,2017-04-16,49.048475,47.001645,49.789677,46.513894
ETH,2017-04-17,48.257113,48.996303,49.137875,47.455009
ETH,2017-04-18,47.63138,48.257113,48.2577,47.38052
ETH,2017-04-19,49.798535,47.629474,50.122995,47.522234
ETH,2017-04-20,47.667009,49.801147,50.272699,45.272851
ETH,2017-04-21,49.218047,47.667142,49.492318,47.456398
ETH,2017-04-22,48.201623,49.218055,49.304406,47.944644
ETH,2017-04-23,48.369383,48.20162,48.899524,48.035037
ETH,2017-04-24,48.895042,48.370201,48.951779,47.987264
ETH,2017-04-25,50.089944,48.895025,50.290599,48.893226
ETH,2017-04-26,50.021968,50.089693,50.679864,49.865332
ETH,2017-04-27,53.074973,50.022227,54.298343,49.995629
ETH,2017-04-28,63.433861,53.074972,63.506514,52.561639
ETH,2017-04-29,72.191443,63.420247,73.229006,62.79106
ETH,2017-04-30,70.098213,72.191443,72.941696,67.943982
ETH,2017-05-01,80.190841,70.098198,80.675985,69.67981
ETH,2017-05-02,75.942095,80.190841,85.056114,71.528638
ETH,2017-05-03,76.960911,75.939213,79.273443,73.672092
ETH,2017-05-04,80.262983,76.960901,80.797859,75.237158
ETH,2017-05-05,95.19887,80.268294,95.822215,79.291622
ETH,2017-05-06,90.397881,95.209107,97.84874,86.832987
ETH,2017-05-07,94.865869,90.406821,95.246723,88.872334
ETH,2017-05-08,91.399972,94.862903,96.242613,87.328708
ETH,2017-05-09,85.897876,91.394962,91.823157,84.931401
ETH,2017-05-10,86.859285,85.897859,88.432797,73.699724
ETH,2017-05-11,87.551307,86.859285,90.835351,85.343131
ETH,2017-05-12,88.11896,87.548797,90.827996,85.975525
ETH,2017-05-13,85.06516,88.118959,90.493513,84.61617
ETH,2017-05-14,88.283789,85.06516,88.527966,82.425999
ETH,2017-05-15,88.955088,88.292818,89.734477,87.399027
ETH,2017-05-16,91.013224,88.955069,94.515763,88.955001
ETH,2017-05-17,87.947589,91.013224,92.39494,87.389438
ETH,2017-05-18,86.683353,87.945249,89.506684,82.631847
ETH,2017-05-19,95.793594,86.685206,95.855725,86.545593
ETH,2017-05-20,124.090483,95.793596,129.239578,95.51553
ETH,2017-05-21,120.647061,124.090483,128.712373,120.351575
ETH,2017-05-22,145.900736,120.647061,145.90275,119.445111
ETH,2017-05-23,156.764157,145.900743,178.123394,137.505091
ETH,2017-05-24,168.897278,156.726651,172.000992,151.286146
ETH,2017-05-25,185.949247,168.897285,201.199176,168.479202
ETH,2017-05-26,171.912025,185.949008,210.813621,166.288909
ETH,2017-05-27,163.658406,171.91203,196.217692,146.126169
ETH,2017-05-28,155.821312,163.658896,170.16804,119.808567
ETH,2017-05-29,172.830552,155.821312,182.471422,155.797976
ETH,2017-05-30,195.070744,172.830552,199.092819,165.337382
ETH,2017-05-31,230.10597,195.067368,232.612855,187.205392
ETH,2017-06-01,229.14,230.10392,238.541293,214.74332
ETH,2017-06-02,221.007583,229.14,235.184953,210.405349
ETH,2017-06-03,221.819313,221.007774,230.00118,217.032984
ETH,2017-06-04,224.306509,221.819313,226.441342,218.695779
ETH,2017-06-05,245.684724,224.306509,250.42154,224.124898
ETH,2017-06-06,247.317005,245.68472,249.299469,241.808359
ETH,2017-06-07,264.037983,247.316999,269.182533,244.265537
ETH,2017-06-08,255.120927,264.037956,265.933336,245.669117
ETH,2017-06-09,259.520114,255.132731,261.493819,249.954545
ETH,2017-06-10,279.355138,259.52005,280.504938,259.367367
ETH,2017-06-11,338.639151,279.355195,353.200633,279.238459
ETH,2017-06-12,336.934377,338.73787,354.029602,314.691784
ETH,2017-06-13,398.436837,336.900097,422.120983,326.387893
ETH,2017-06-14,388.036303,398.439021,404.986133,361.179615
ETH,2017-06-15,344.970217,388.023563,394.0938,321.735979
ETH,2017-06-16,344.026411,344.970184,351.826947,276.884647
ETH,2017-06-17,354.553587,344.012397,361.069044,317.678155
ETH,2017-06-18,368.382159,354.500827,369.228728,341.883639
ETH,2017-06-19,352.341391,368.38216,379.921299,342.71
ETH,2017-06-20,358.728491,352.339492,361.94184,348.393091
ETH,2017-06-21,352.01234,358.71,367.339562,324.001394
ETH,2017-06-22,325.68771,352.012341,354.111335,292.994412
ETH,2017-06-23,321.262606,325.687665,333.838953,310.990934
ETH,2017-06-24,326.250406,321.2626,333.303618,320.900769
ETH,2017-06-25,304.291585,326.250392,330.102972,298.246283
ETH,2017-06-26,278.40634,304.270138,310.368732,253.701241
ETH,2017-06-27,253.03117,278.376792,291.226499,214.353758
ETH,2017-06-28,286.99548,253.031168,286.99548,212.13806
ETH,2017-06-29,315.428127,286.992266,322.617827,260.575258
ETH,2017-06-30,292.792647,315.435223,323.165096,287.67986
ETH,2017-07-01,280.298435,292.789789,306.558864,271.056506
ETH,2017-07-02,262.682597,280.219751,282.068953,253.955344
ETH,2017-07-03,284.463483,262.682611,293.833613,254.580571
ETH,2017-07-04,276.093285,284.462527,285.213625,273.089877
ETH,2017-07-05,268.859242,276.093613,284.578406,266.379752
ETH,2017-07-06,265.966575,268.859243,273.661206,254.650301
ETH,2017-07-07,266.322671,265.966624,275.322942,261.597736
ETH,2017-07-08,241.161593,266.322668,267.226629,236.921364
ETH,2017-07-09,246.08992,241.161729,248.600463,231.637547
ETH,2017-07-10,237.594346,246.089916,250.447826,236.792772
ETH,2017-07-11,204.243246,237.574886,239.749112,189.37637
ETH,2017-07-12,190.700751,204.248518,215.269125,174.937288
ETH,2017-07-13,224.379051,190.700752,226.584894,181.472081
ETH,2017-07-14,205.138931,224.379053,226.604562,193.294715
ETH,2017-07-15,197.510902,205.105721,207.052129,181.981283
ETH,2017-07-16,169.172025,197.510924,199.134038,168.990595
ETH,2017-07-17,155.613176,169.172025,171.845456,135.957996
ETH,2017-07-18,190.162267,155.61313,190.411025,155.098445
ETH,2017-07-19,227.199857,190.179662,263.120621,178.930924
ETH,2017-07-20,194.494428,227.201284,244.349682,187.918927
ETH,2017-07-21,226.390296,194.553515,235.937493,194.548654
ETH,2017-07-22,217.371289,226.493018,237.282648,208.6537
ETH,2017-07-23,231.253552,217.371265,236.655825,215.608525
ETH,2017-07-24,229.138509,231.24648,234.553284,219.687897
ETH,2017-07-25,225.782938,229.141154,230.375033,223.970832
ETH,2017-07-26,203.782224,225.782937,226.44,191.887089
ETH,2017-07-27,202.834464,203.782225,209.059145,193.187994
ETH,2017-07-28,203.152284,202.8352,205.649387,198.14188
ETH,2017-07-29,190.990475,203.152284,204.110239,188.001669
ETH,2017-07-30,205.184162,190.990479,209.270663,178.211543
ETH,2017-07-31,193.874256,205.184036,209.359869,191.177925
ETH,2017-08-01,200.938881,193.876429,201.101313,188.534048
ETH,2017-08-02,226.507927,200.95072,232.458405,200.866761
ETH,2017-08-03,217.761874,226.506543,229.108965,215.271711
ETH,2017-08-04,224.648194,217.761888,229.012218,217.756703
ETH,2017-08-05,220.673725,224.648171,227.344974,219.348917
ETH,2017-08-06,253.583771,220.673722,259.000951,219.653452
ETH,2017-08-07,264.203819,253.583774,272.317326,251.318438
ETH,2017-08-08,269.673842,264.204253,274.086309,257.934698
ETH,2017-08-09,296.078142,269.67462,299.760645,266.563097
ETH,2017-08-10,295.138254,296.080054,316.03544,278.701624
ETH,2017-08-11,298.133143,295.127225,309.749343,289.203845
ETH,2017-08-12,309.594352,298.133151,311.203002,296.040734
ETH,2017-08-13,308.35,309.59589,319.13333,304.222531
ETH,2017-08-14,296.692496,308.35,309.403707,276.665819
ETH,2017-08-15,298.735695,296.693113,306.774772,294.308331
ETH,2017-08-16,286.287485,298.735706,299.241094,270.519556
ETH,2017-08-17,300.406933,286.231454,303.976626,280.038302
ETH,2017-08-18,299.956883,300.406933,310.807023,297.093995
ETH,2017-08-19,292.595136,299.956889,306.877303,286.864132
ETH,2017-08-20,293.663344,292.592648,298.615402,283.627636
ETH,2017-08-21,298.088225,293.663345,298.43,288.575853
ETH,2017-08-22,321.791616,298.08815,346.40691,294.970317
ETH,2017-08-23,313.023114,321.791617,330.06256,292.195235
ETH,2017-08-24,316.442248,313.057623,324.832104,313.057623
ETH,2017-08-25,324.651844,316.442248,328.881858,315.038137
ETH,2017-08-26,329.552653,324.667751,336.975614,323.8887
ETH,2017-08-27,332.84449,329.608974,335.264204,325.143558
ETH,2017-08-28,348.248374,332.84443,348.248617,332.246161
ETH,2017-08-29,347.529955,348.2925,350.385108,334.74778
ETH,2017-08-30,372.27232,347.529883,375.486517,347.109126
ETH,2017-08-31,383.105969,372.274417,391.416129,367.215926
ETH,2017-09-01,388.455367,383.107388,390.50249,380.351534
ETH,2017-09-02,391.641953,388.455364,395.982298,386.883173
ETH,2017-09-03,351.721684,391.641949,393.108669,331.983159
ETH,2017-09-04,352.418772,351.721688,371.581947,337.4112
ETH,2017-09-05,303.492829,352.416462,352.721434,283.608776
ETH,2017-09-06,319.774421,303.534262,325.312111,281.514485
ETH,2017-09-07,339.062031,319.796003,344.414197,319.642858
ETH,2017-09-08,335.08825,338.994368,339.02439,323.425016
ETH,2017-09-09,307.563934,335.088251,335.252415,292.364764
ETH,2017-09-10,303.731815,307.563931,310.474186,293.515778
ETH,2017-09-11,298.569273,303.720272,305.728112,283.587588
ETH,2017-09-12,297.909635,298.569261,307.820754,287.715395
ETH,2017-09-13,294.545819,297.909486,315.875554,286.570375
ETH,2017-09-14,275.385407,294.545819,294.62793,257.159919
ETH,2017-09-15,223.85,275.38783,280.342155,222.345385
ETH,2017-09-16,260.238859,223.85,266.811039,202.065172
ETH,2017-09-17,255.403934,260.232654,274.963833,245.928449
ETH,2017-09-18,259.714939,255.403929,267.734071,239.534769
ETH,2017-09-19,298.037296,259.715123,301.593848,259.681956
ETH,2017-09-20,283.329592,298.039614,300.459805,275.75417
ETH,2017-09-21,283.341617,283.334946,293.372594,277.988448
ETH,2017-09-22,258.200321,283.298761,287.092412,252.504352
ETH,2017-09-23,263.458191,258.223682,271.432528,254.683329
ETH,2017-09-24,286.257432,263.458228,286.263781,259.76375
ETH,2017-09-25,282.892157,286.099768,294.667871,276.357044
ETH,2017-09-26,294.897246,282.892382,297.291836,282.765159
ETH,2017-09-27,289.005063,294.522597,295.664798,286.680035
ETH,2017-09-28,309.696734,288.913607,312.082728,287.668367
ETH,2017-09-29,302.535993,309.696651,309.936606,298.089756
ETH,2017-09-30,292.179917,302.535981,303.284759,279.809666
ETH,2017-10-01,301.541014,292.180459,304.768187,291.646965
ETH,2017-10-02,302.541986,301.540833,302.727911,293.81267
ETH,2017-10-03,296.593858,302.538353,303.139224,293.732474
ETH,2017-10-04,291.677997,296.604862,299.362301,287.355012
ETH,2017-10-05,292.018968,291.677997,295.400439,289.337462
ETH,2017-10-06,294.818759,292.018989,297.295097,287.098191
ETH,2017-10-07,308.770747,294.818632,309.038373,293.620798
ETH,2017-10-08,310.967461,308.770481,314.168523,304.590138
ETH,2017-10-09,308.753107,310.967468,312.933346,307.875184
ETH,2017-10-10,296.277204,308.753185,309.37178,284.930491
ETH,2017-10-11,297.963345,296.278527,304.942256,290.929702
ETH,2017-10-12,302.157861,297.963499,304.083752,297.561249
ETH,2017-10-13,302.229649,302.157658,307.797139,300.333828
ETH,2017-10-14,336.725818,302.229522,347.538116,297.089365
ETH,2017-10-15,337.261723,336.614652,346.826409,333.022511
ETH,2017-10-16,336.479028,337.261563,340.772224,319.022605
ETH,2017-10-17,333.394186,336.479113,350.53776,331.336291
ETH,2017-10-18,316.062348,333.421384,333.774636,310.618427
ETH,2017-10-19,313.61575,316.044648,316.398307,287.593574
ETH,2017-10-20,307.660991,313.615709,316.146383,305.082588
ETH,2017-10-21,302.679723,307.660716,311.393425,301.185817
ETH,2017-10-22,299.718684,302.681319,303.321316,290.089822
ETH,2017-10-23,294.620137,299.718686,306.255974,290.302038
ETH,2017-10-24,285.037499,294.620974,294.894402,274.489646
ETH,2017-10-25,297.018623,285.037505,312.185241,279.000909
ETH,2017-10-26,296.601793,297.018773,300.95377,289.47
ETH,2017-10-27,295.968055,296.635784,300.239761,293.123614
ETH,2017-10-28,296.684596,295.968079,299.049634,292.565587
ETH,2017-10-29,294.172611,296.684588,298.299708,290.982496
ETH,2017-10-30,303.38,294.17264,310.936713,293.60038
ETH,2017-10-31,306.58233,303.257001,310.025146,303.021782
ETH,2017-11-01,303.007065,306.629105,309.977346,302.492908
ETH,2017-11-02,289.232027,303.003885,304.694521,288.276826
ETH,2017-11-03,285.184358,289.220614,292.01,274.348828
ETH,2017-11-04,305.466296,285.217965,308.607159,285.098824
ETH,2017-11-05,300.70516,305.527129,305.58447,294.88692
ETH,2017-11-06,295.605675,300.693606,301.481542,293.768191
ETH,2017-11-07,297.191738,295.609763,304.828224,291.560919
ETH,2017-11-08,292.449064,297.21076,304.137198,288.024525
ETH,2017-11-09,308.128855,292.447045,320.450529,291.068329
ETH,2017-11-10,320.43265,308.129187,330.100197,307.047013
ETH,2017-11-11,298.088428,320.72,324.92,290.805101
ETH,2017-11-12,314.911212,298.088074,321.100683,297.200888
ETH,2017-11-13,306.516093,314.905924,317.852368,298.492207
ETH,2017-11-14,315.839028,306.441035,321.827089,305.087898
ETH,2017-11-15,335.493936,315.829478,339.464285,315.42695
ETH,2017-11-16,331.945509,335.494092,340.935718,326.590622
ETH,2017-11-17,330.084976,331.945878,335.006309,321.082115
ETH,2017-11-18,330.755393,330.08,335.355903,325.466241
ETH,2017-11-19,346.534761,330.755111,349.58836,326.265575
ETH,2017-11-20,354.346052,346.537657,374.087158,344.233342
ETH,2017-11-21,368.215422,354.281603,372.280293,353.851185
ETH,2017-11-22,360.049524,368.203525,373.644442,350.432203
ETH,2017-11-23,381.857546,360.049511,382.56326,359.278084
ETH,2017-11-24,407.127843,381.844499,425.778664,375.356916
ETH,2017-11-25,471.560868,407.127802,480.003678,399.605696
ETH,2017-11-26,464.558652,471.512344,483.476036,456.623227
ETH,2017-11-27,471.548558,464.539888,475.961346,446.25591
ETH,2017-11-28,475.512193,471.548641,492.804444,460.092803
ETH,2017-11-29,467.182781,475.487303,479.502894,457.70725
ETH,2017-11-30,426.431738,467.182905,516.511265,407.670773
ETH,2017-12-01,433.791746,426.544362,468.019811,392.965451
ETH,2017-12-02,460.299982,433.792477,467.350744,415.599174
ETH,2017-12-03,456.81115,460.324958,470.843062,449.205161
ETH,2017-12-04,464.197958,456.811944,480.56155,442.86236
ETH,2017-12-05,467.574119,464.197921,472.163658,445.634353
ETH,2017-12-06,455.204631,467.297141,468.568804,450.687448
ETH,2017-12-07,414.596417,455.285394,457.006143,403.03329
ETH,2017-12-08,414.336995,414.598958,434.932179,397.617155
ETH,2017-12-09,455.136793,414.27706,465.482931,403.688884
ETH,2017-12-10,478.574141,455.294898,524.295569,450.66195
ETH,2017-12-11,442.36986,478.56979,478.830601,430.226571
ETH,2017-12-12,517.709537,442.304983,519.788815,435.331164
ETH,2017-12-13,664.378038,517.665788,678.2982,501.508842
ETH,2017-12-14,711.467759,664.385624,759.045131,600.422203
ETH,2017-12-15,697.242763,711.28353,758.105927,657.697232
ETH,2017-12-16,686.179087,697.250742,699.424293,600.204563
ETH,2017-12-17,688.269916,686.177687,721.779483,668.232609
ETH,2017-12-18,711.631946,688.526241,737.025023,685.648637
ETH,2017-12-19,786.231069,711.565819,799.884404,681.798465
ETH,2017-12-20,815.995706,786.28974,873.164547,771.852793
ETH,2017-12-21,797.946579,816.088423,832.737487,712.855401
ETH,2017-12-22,791.058165,798.139463,843.194958,762.87328
ETH,2017-12-23,673.149626,791.153682,796.92642,489.560617
ETH,2017-12-24,702.993548,673.310687,760.501089,664.949141
ETH,2017-12-25,690.024207,702.993479,713.601498,608.739607
ETH,2017-12-26,725.355535,690.015706,756.636849,688.167942
ETH,2017-12-27,754.045176,725.355616,764.276821,724.331755
ETH,2017-12-28,736.313652,754.262035,767.254246,706.07
ETH,2017-12-29,719.223968,736.346505,739.737951,672.088064
ETH,2017-12-30,745.195419,719.224032,758.059988,711.046359
ETH,2017-12-31,697.84717,744.982899,746.94,683.755178
ETH,2018-01-01,742.206949,697.846542,748.993326,690.887011
ETH,2018-01-02,754.840503,742.272462,766.999878,724.444524
ETH,2018-01-03,859.916833,754.840072,886.538805,754.10142
ETH,2018-01-04,942.187659,859.475891,952.378486,848.976572
ETH,2018-01-05,940.593153,941.633659,1004.300774,903.876669
ETH,2018-01-06,967.178085,940.599591,1020.508401,927.327982
ETH,2018-01-07,1005.687937,967.151943,1009.265805,950.233122
ETH,2018-01-08,1117.202912,1005.687775,1118.133993,999.965026
ETH,2018-01-09,1134.096085,1117.166422,1229.103867,972.590737
ETH,2018-01-10,1287.413995,1134.297089,1302.50418,1131.115256
ETH,2018-01-11,1246.418285,1287.472549,1385.975889,1208.533478
ETH,2018-01-12,1139.783408,1246.3839,1334.918883,1101.85971
ETH,2018-01-13,1260.118032,1139.783413,1285.558944,1090.938238
ETH,2018-01-14,1382.763701,1260.125684,1420.272422,1260.044611
ETH,2018-01-15,1361.5254,1383.621293,1389.04392,1272.817036
ETH,2018-01-16,1276.391587,1361.517311,1380.283065,1270.08219
ETH,2018-01-17,1053.077861,1276.391586,1280.035964,854.993775
ETH,2018-01-18,1025.626247,1057.015757,1109.491802,762.799163
ETH,2018-01-19,1022.145897,1025.627684,1103.618345,952.913355
ETH,2018-01-20,1037.333887,1022.11692,1094.98974,997.108872
ETH,2018-01-21,1150.376674,1037.396516,1164.897469,1037.396516
ETH,2018-01-22,1046.887866,1150.367863,1150.825784,1011.02
ETH,2018-01-23,997.821473,1047.028222,1084.390127,917.733046
ETH,2018-01-24,983.811455,997.809506,1021.395449,909.059905
ETH,2018-01-25,1062.455981,983.860621,1065.470944,958.144102
ETH,2018-01-26,1046.503595,1062.571163,1103.365397,1016.538082
ETH,2018-01-27,1050.47845,1046.504051,1076.720831,984.698742
ETH,2018-01-28,1111.145763,1050.478445,1123.873526,1034.736087
ETH,2018-01-29,1228.648114,1111.232641,1240.774243,1104.736422
ETH,2018-01-30,1163.201019,1228.649091,1238.547832,1148.039687
ETH,2018-01-31,1053.588008,1163.201033,1169.100071,1029.581872
ETH,2018-02-01,1105.403014,1053.590335,1120.354103,1015.338245
ETH,2018-02-02,1018.398264,1105.487976,1151.568467,940.638132
ETH,2018-02-03,914.782317,1018.412182,1019.957328,736.258443
ETH,2018-02-04,969.4,914.86001,997.620897,843.786711
ETH,2018-02-05,829.58,969.4,970.098058,783.820465
ETH,2018-02-06,693.54,827.61819,854.880773,629.158273
ETH,2018-02-07,786.565581,693.54,806.117749,564.745951
ETH,2018-02-08,751.762333,786.257528,863.969751,721.158908
ETH,2018-02-09,812.307002,751.978777,844.973061,749.178481
ETH,2018-02-10,878.378588,813.134429,881.156937,779.835069
ETH,2018-02-11,850.180135,878.378638,910.770413,816.055318
ETH,2018-02-12,810.622669,850.180126,852.909335,780.213738
ETH,2018-02-13,864.735537,810.622669,875.275793,810.619964
ETH,2018-02-14,840.22454,864.726882,867.24,824.023943
ETH,2018-02-15,921.404053,840.28624,923.856411,840.130228
ETH,2018-02-16,929.3,921.339006,949.478943,906.230084
ETH,2018-02-17,939.333593,929.3,947.025259,909.790332
ETH,2018-02-18,975.64448,939.325109,976.594891,934.659608
ETH,2018-02-19,912.402619,975.642274,983.054694,908.499145
ETH,2018-02-20,938.660358,912.487505,955.717418,911.285928
ETH,2018-02-21,883.442448,938.660353,957.817881,874.982952
ETH,2018-02-22,838.791179,883.442439,906,817.330843
ETH,2018-02-23,804.509982,838.791212,870.438574,789.44097
ETH,2018-02-24,855.255211,804.510455,882.091649,787.993873
ETH,2018-02-25,833.74385,855.255245,874.536779,809.548369
ETH,2018-02-26,840.571798,833.743824,850.506366,818.419452
ETH,2018-02-27,866.829411,840.614597,878.976867,835.870741
ETH,2018-02-28,870.485347,866.829462,894.718171,861.156469
ETH,2018-03-01,850.266199,870.446168,887.73548,848.370124
ETH,2018-03-02,868.75,850.266554,879.604428,845.971109
ETH,2018-03-03,854.69198,868.75,874.665924,848.335679
ETH,2018-03-04,853.928913,854.69191,867.496109,850.451171
ETH,2018-03-05,861.940631,853.928609,865.101472,836.956525
ETH,2018-03-06,848.363093,861.940632,868.945282,848.363093
ETH,2018-03-07,815.205002,848.369683,850.311481,802.957638
ETH,2018-03-08,751.126905,815.205006,824.819961,724.498984
